run,split,feature_idx,feature,strategy,num_bins,bins_used,dead_bins,used_bin_ratio,dominant_bin,dominant_bin_count,dominant_bin_ratio,rare_used_bins_le5,rare_used_bin_ratio_le5,rare_cell_ratio_own_le5,rare_cell_ratio_trainref_le5,unseen_cell_ratio_trainref,entropy_norm,compression_factor,offset_nonzero_ratio,offset_mean,offset_std,offset_unique_approx,class_Benign_bins_used,class_Benign_dominant_ratio,class_Benign_rare_trainref_ratio,class_Ransomware_bins_used,class_Ransomware_dominant_ratio,class_Ransomware_rare_trainref_ratio,class_Spyware_bins_used,class_Spyware_dominant_ratio,class_Spyware_rare_trainref_ratio,class_Trojan_bins_used,class_Trojan_dominant_ratio,class_Trojan_rare_trainref_ratio
C2_K512,train,0,pslist.nproc,discrete_compact_offset0,512,105,407,0.205078125,20,7990,0.1704496970731291,50,0.47619047619047616,0.0014933014762351737,0.0014933014762351737,0.0,0.5634949111118889,446.43809523809523,0.0,0.0,0.0,1,55,0.20372898711494156,0.0008533151292772421,81,0.14210929519918283,0.011363636363636364,80,0.13348303393213573,0.012100798403193613,41,0.1782608695652174,0.006324110671936759
C2_K512,train,1,pslist.nppid,discrete_compact_offset0,512,48,464,0.09375,4,13196,0.28150866114856216,27,0.5625,0.0010026452769007594,0.0010026452769007594,0.0,0.5190073122926573,976.5833333333334,0.0,0.0,0.0,1,18,0.5617800153596724,0.00025599453878317265,20,0.3575076608784474,0.0011491317671092952,46,0.31312375249500995,0.006736526946107785,21,0.38194993412384715,0.002108036890645586
C2_K512,train,2,pslist.avg_threads,rank_uniform_offset,512,512,0,1.0,19,1742,0.03716187388002389,0,0.0,0.0,0.0,0.0,0.883099511072012,91.5546875,0.9999786671217681,0.501370370388031,0.28935307264328003,22592,505,0.004607901698097107,0.0010239781551326906,188,0.0757150153217569,0.028600612870275793,248,0.07597305389221556,0.040294411177644714,164,0.07839262187088274,0.021080368906455864
C2_K512,train,3,pslist.nprocs64bit,constant,512,1,511,0.001953125,0,46876,1.0,0,0.0,0.0,0.0,0.0,-1.4428232973175177e-12,46876.0,1.0,0.5,0.0,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0
C2_K512,train,4,pslist.avg_handlers,rank_uniform_offset,512,512,0,1.0,99,709,0.015125010666439115,0,0.0,0.0,0.0,0.0,0.957794232611417,91.5546875,0.9997440054612168,0.4994303584098816,0.2899337708950043,3752,421,0.003925249594675314,0.0014079699633074495,159,0.02643003064351379,0.009959141981613892,194,0.029815369261477046,0.014845309381237525,136,0.0378129117259552,0.003952569169960474
C2_K512,train,5,dlllist.ndlls,keep_current,512,512,0,1.0,107,1329,0.028351395170236368,67,0.130859375,0.0059518730267087636,0.0059518730267087636,0.0,0.8525194789024727,91.5546875,0.9999786671217681,0.5089421272277832,0.28996628522872925,1774,427,0.04599368546804335,0.01437835992832153,214,0.049284984678243104,0.021322778345250256,278,0.060254491017964075,0.03630239520958084,201,0.059420289855072465,0.02608695652173913
C2_K512,train,6,dlllist.avg_dlls_per_proc,rank_uniform_offset,512,512,0,1.0,64,1902,0.04057513439713286,0,0.0,0.0,0.0,0.0,0.8727011258819214,91.5546875,0.9999786671217681,0.4941822588443756,0.27774614095687866,13330,459,0.03797252325283727,0.00162129874562676,97,0.07545965270684372,0.003319713993871297,153,0.07160678642714571,0.013847305389221557,105,0.10289855072463767,0.009749670619235836
C2_K512,train,7,handles.nhandles,rank_uniform_offset,512,512,0,1.0,115,734,0.01565833262223739,0,0.0,0.0,0.0,0.0,0.9198092477997551,91.5546875,0.9981867053502859,0.502124011516571,0.2909584045410156,1798,410,0.01595699291748443,0.008490485536308559,263,0.028600612870275793,0.02400408580183861,317,0.032060878243512975,0.0249500998003992,241,0.039262187088274045,0.03135704874835309
C2_K512,train,8,handles.avg_handles_per_proc,rank_uniform_offset,512,512,0,1.0,89,571,0.012181073470432631,0,0.0,0.0,0.0,0.0,0.9584890477296151,91.5546875,0.9999786671217681,0.5008600354194641,0.2884872853755951,29752,415,0.0038825838382114514,0.0005119890775663453,161,0.02553626149131767,0.01238508682328907,190,0.026696606786427147,0.011477045908183632,129,0.028590250329380763,0.0035573122529644267
C2_K512,train,9,handles.nport,constant,512,1,511,0.001953125,0,46876,1.0,0,0.0,0.0,0.0,0.0,-1.4428232973175177e-12,46876.0,1.0,0.5,0.0,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0
C2_K512,train,10,handles.nfile,keep_current,512,297,215,0.580078125,128,781,0.016660977899138153,0,0.0,0.0,0.0,0.0,0.9654571679022621,157.83164983164983,0.16148988821571805,0.07985631376504898,0.2009437084197998,632,272,0.017364962880791878,0.004650567454560969,201,0.02553626149131767,0.017492339121552604,180,0.04491017964071856,0.01185129740518962,124,0.04808959156785244,0.008432147562582345
C2_K512,train,11,handles.nevent,keep_current,512,493,19,0.962890625,55,217,0.004629234576329039,0,0.0,0.0,0.0,0.0,0.9947520106426578,95.08316430020284,0.5374818670535029,0.2692011892795563,0.2939316928386688,2316,361,0.006997184060073385,0.008063827971669938,243,0.009959141981613892,0.0008937691521961185,271,0.01060379241516966,0.006487025948103792,258,0.012121212121212121,0.004084321475625824
C2_K512,train,12,handles.ndesktop,discrete_compact_offset0,512,60,452,0.1171875,23,7753,0.16539380493216144,10,0.16666666666666666,0.0003839918081747589,0.0003839918081747589,0.0,0.6624280875401419,781.2666666666667,0.0,0.0,0.0,1,52,0.2231419063059988,0.0012799726939158632,31,0.1381511746680286,0.0014044943820224719,49,0.13161177644710578,0.005738522954091816,35,0.17444005270092228,0.004874835309617918
C2_K512,train,13,handles.nkey,keep_current,512,512,0,1.0,146,1449,0.030911340558068094,116,0.2265625,0.006911852547145661,0.006911852547145661,0.0,0.8172767122869657,91.5546875,0.9999786671217681,0.4970059096813202,0.2983532249927521,1060,404,0.05038825838382115,0.014335694171857667,192,0.06601123595505617,0.03013278855975485,289,0.0657435129740519,0.04915169660678643,198,0.09183135704874835,0.028194993412384718
C2_K512,train,14,handles.nthread,keep_current,512,512,0,1.0,90,776,0.016554313507978497,85,0.166015625,0.005823875757317177,0.005823875757317177,0.0,0.8934861158109448,91.5546875,0.9980373752026623,0.4985138773918152,0.2878555655479431,624,433,0.0215035412577865,0.014293028415393805,198,0.03268641470888662,0.011363636363636364,254,0.028942115768463075,0.026447105788423155,207,0.039262187088274045,0.017918313570487482
C2_K512,train,15,handles.ndirectory,discrete_compact_offset0,512,104,408,0.203125,44,4681,0.09985920300366925,21,0.20192307692307693,0.0010026452769007594,0.0010026452769007594,0.0,0.7041268139226854,450.7307692307692,0.0,0.0,0.0,1,92,0.13678641522314192,0.0034985920300366923,58,0.12665985699693566,0.005362614913176711,83,0.1121506986027944,0.008358283433133733,51,0.14084321475625824,0.002898550724637681
C2_K512,train,16,handles.nsemaphore,keep_current,512,512,0,1.0,170,1825,0.03893250277327417,138,0.26953125,0.009279802030890008,0.009279802030890008,0.0,0.7992274222335928,91.5546875,0.9999786671217681,0.4847998321056366,0.2876265347003937,624,407,0.06579059646727536,0.02030890007679836,233,0.1030388151174668,0.034601634320735444,291,0.10017465069860279,0.04640718562874251,216,0.11712779973649538,0.03768115942028986
C2_K512,train,17,handles.ntimer,discrete_compact_offset0,512,123,389,0.240234375,30,4015,0.08565150610120317,30,0.24390243902439024,0.0013866370850755185,0.0013866370850755185,0.0,0.7453838702633432,381.1056910569106,0.0,0.0,0.0,1,90,0.11417356429729499,0.002474613874904002,60,0.17951991828396321,0.006767109295199183,87,0.14471057884231536,0.010978043912175649,62,0.19090909090909092,0.007246376811594203
C2_K512,train,18,handles.nsection,keep_current,512,512,0,1.0,77,2845,0.06069203856984384,120,0.234375,0.006442529226043178,0.006442529226043178,0.0,0.7928771230914666,91.5546875,0.9999786671217681,0.4973828196525574,0.2816573679447174,612,448,0.02530079358307023,0.01608499018687601,143,0.13853421859039836,0.01710929519918284,231,0.09406187624750499,0.03268463073852296,127,0.1324110671936759,0.021212121212121213
C2_K512,train,19,handles.nmutant,keep_current,512,405,107,0.791015625,123,2586,0.0551668231077737,59,0.145679012345679,0.00243194811844014,0.00243194811844014,0.0,0.8406808847073096,115.7432098765432,0.9999786671217681,0.46801435947418213,0.2746540307998657,405,363,0.051753562590664735,0.011519754245242769,132,0.10967824310520939,0.010597548518896834,172,0.09718063872255489,0.016092814371257484,144,0.12490118577075099,0.019367588932806323
C2_K512,train,20,ldrmodules.not_in_load,keep_current,512,145,367,0.283203125,88,3319,0.07080382285177916,29,0.2,0.001599965867394829,0.001599965867394829,0.0,0.7895089801002002,323.28275862068966,0.9738032255311887,0.4722636342048645,0.2882986068725586,78,133,0.06523594163324516,0.003285263247717382,76,0.16713483146067415,0.010597548518896834,83,0.11601796407185629,0.009481037924151697,61,0.15889328063241107,0.008827404479578393
C2_K512,train,21,ldrmodules.not_in_init,keep_current,512,180,332,0.3515625,143,2394,0.05107091048724294,38,0.2111111111111111,0.0020266234320334498,0.0020266234320334498,0.0,0.8092464216563752,260.4222222222222,0.9982080382285178,0.49866020679473877,0.2928016483783722,170,153,0.058025428790852464,0.004181244133458486,90,0.09856996935648621,0.010469867211440245,110,0.09892714570858284,0.015469061876247504,80,0.11212121212121212,0.008300395256916997
C2_K512,train,22,ldrmodules.not_in_mem,keep_current,512,145,367,0.283203125,88,3309,0.07059049406945986,29,0.2,0.001599965867394829,0.001599965867394829,0.0,0.789586786756279,323.28275862068966,0.9738032255311887,0.4725601375102997,0.2882678210735321,78,133,0.06523594163324516,0.003285263247717382,77,0.16675178753830439,0.010597548518896834,83,0.11651696606786427,0.009481037924151697,61,0.15836627140974968,0.008168642951251647
C2_K512,train,23,ldrmodules.not_in_load_avg,rank_uniform_offset,512,512,0,1.0,241,896,0.019114258895810223,0,0.0,0.0,0.0,0.0,0.9261698233703296,91.5546875,0.9999786671217681,0.5032820105552673,0.2888041138648987,15444,509,0.038057854765764995,0.005503882583838211,311,0.02400408580183861,0.03932584269662921,323,0.0249500998003992,0.031187624750499,265,0.03359683794466403,0.03412384716732543
C2_K512,train,24,ldrmodules.not_in_init_avg,rank_uniform_offset,512,512,0,1.0,210,1251,0.026687430668145745,0,0.0,0.0,0.0,0.0,0.9390541473754485,91.5546875,0.9997226725829849,0.49933668971061707,0.2903149127960205,1948,510,0.049492277498080044,0.0005119890775663453,402,0.018386108273748723,0.04366700715015322,430,0.01808882235528942,0.045284431137724554,366,0.01686429512516469,0.04295125164690382
C2_K512,train,25,ldrmodules.not_in_mem_avg,rank_uniform_offset,512,512,0,1.0,241,896,0.019114258895810223,0,0.0,0.0,0.0,0.0,0.9256344286247992,91.5546875,0.9999786671217681,0.5130178928375244,0.2889976501464844,15444,509,0.038057854765764995,0.005546548340302074,311,0.02400408580183861,0.039453524004085805,324,0.028942115768463075,0.03093812375249501,266,0.040974967061923585,0.03399209486166008
C2_K512,train,26,malfind.ninjections,discrete_compact_offset0,512,111,401,0.216796875,2,19889,0.4242896151548767,49,0.44144144144144143,0.002367949483744347,0.002367949483744347,0.0,0.414439567232933,422.3063063063063,0.0,0.0,0.0,1,21,0.28820718491338854,0.0003413260517108968,78,0.6049540347293156,0.010980592441266599,83,0.6065369261477046,0.01222554890219561,39,0.6592885375494071,0.005006587615283268
C2_K512,train,27,malfind.commitCharge,keep_current,512,488,24,0.953125,2,15307,0.32654236709616863,344,0.7049180327868853,0.012138407713968768,0.012138407713968768,0.0,0.3960846711131229,96.05737704918033,0.9893975595187303,0.214521586894989,0.18960906565189362,488,88,0.28184998720027304,0.0022186193361208293,236,0.6110827374872319,0.03715526046986721,207,0.6086576846307385,0.02694610778443114,141,0.6687747035573123,0.02266139657444005
C2_K512,train,28,malfind.protection,keep_current,512,203,309,0.396484375,16,19386,0.4135591774042154,78,0.3842364532019704,0.004181244133458486,0.004181244133458486,0.0,0.4320945804859872,230.91625615763547,0.9897388855704412,0.09097909927368164,0.17046590149402618,203,113,0.25642119634781124,0.004351907159313935,78,0.6049540347293156,0.010980592441266599,83,0.6065369261477046,0.01222554890219561,39,0.6592885375494071,0.005006587615283268
C2_K512,train,29,malfind.uniqueInjections,rank_uniform_offset,512,512,0,1.0,0,20037,0.4274468811332025,0,0.0,0.0,0.0,0.0,0.4081501547524259,91.5546875,0.5727237818926529,0.22385163605213165,0.30350589752197266,4452,494,0.2524532809966721,0.0,35,0.8366956077630235,0.003958120531154239,35,0.811751497005988,0.002245508982035928,38,0.8432147562582345,0.005797101449275362
C2_K512,train,30,psxview.not_in_pslist,discrete_compact_offset0,512,40,472,0.078125,0,23341,0.4979307108115027,9,0.225,0.0003839918081747589,0.0003839918081747589,0.0,0.48112950985662273,1171.9,0.0,0.0,0.0,1,18,0.5931393463606109,0.00012799726939158632,36,0.42147599591419815,0.007150153217568948,36,0.41404690618762474,0.003493013972055888,21,0.37140974967061924,0.002898550724637681
C2_K512,train,31,psxview.not_in_eprocess_pool,discrete_compact_offset0,512,2,510,0.00390625,0,46773,0.9978027135421111,0,0.0,0.0,0.0,0.0,0.02256870316578253,23438.0,0.0,0.0,0.0,1,2,0.9994453451659698,0.0,2,0.9969356486210419,0.0,2,0.9953842315369261,0.0,2,0.9961791831357049,0.0
C2_K512,train,32,psxview.not_in_ethread_pool,discrete_compact_offset0,512,78,434,0.15234375,0,20550,0.43839064766618313,42,0.5384615384615384,0.0014506357197713116,0.0014506357197713116,0.0,0.4418943899258692,600.974358974359,0.0,0.0,0.0,1,22,0.5441163921836334,0.0001706630258554484,69,0.3269918283963228,0.012257405515832482,53,0.33907185628742514,0.003992015968063872,28,0.33175230566534913,0.0030303030303030303
C2_K512,train,33,psxview.not_in_pspcid_list,discrete_compact_offset0,512,40,472,0.078125,0,23338,0.4978667121768069,9,0.225,0.00042665756463862106,0.00042665756463862106,0.0,0.4812722049435046,1171.9,0.0,0.0,0.0,1,18,0.5931393463606109,0.00012799726939158632,36,0.421220633299285,0.007405515832482125,36,0.41404690618762474,0.003493013972055888,22,0.37127799736495387,0.0030303030303030303
C2_K512,train,34,psxview.not_in_csrss_handles,discrete_compact_offset0,512,78,434,0.15234375,0,20508,0.437494666780442,42,0.5384615384615384,0.0014506357197713116,0.0014506357197713116,0.0,0.44227375658034435,600.974358974359,0.0,0.0,0.0,1,22,0.54330574281082,0.0001706630258554484,69,0.3263534218590398,0.01238508682328907,53,0.3379491017964072,0.004740518962075849,28,0.330566534914361,0.0030303030303030303
C2_K512,train,35,psxview.not_in_session,discrete_compact_offset0,512,40,472,0.078125,0,23349,0.49810137383735814,9,0.225,0.0003839918081747589,0.0003839918081747589,0.0,0.4810606180111996,1171.9,0.0,0.0,0.0,1,18,0.5931393463606109,0.00012799726939158632,36,0.4219867211440245,0.007150153217568948,36,0.41429640718562877,0.003493013972055888,21,0.3716732542819499,0.002898550724637681
C2_K512,train,36,psxview.not_in_deskthrd,discrete_compact_offset0,512,82,430,0.16015625,2,18138,0.3869357453707654,42,0.5121951219512195,0.0013439713286116563,0.0013439713286116563,0.0,0.4825476873298571,571.6585365853658,0.0,0.0,0.0,1,23,0.5038825838382115,0.0001706630258554484,71,0.27145045965270687,0.011235955056179775,54,0.25823353293413176,0.0029940119760479044,29,0.2808959156785244,0.0034255599472990776
C2_K512,train,37,psxview.not_in_pslist_false_avg,rank_uniform_offset,512,512,0,1.0,0,20898,0.4458144892908951,0,0.0,0.0,0.0,0.0,0.5649092917914776,91.5546875,0.5544841710043519,0.2591833174228668,0.29848596453666687,1946,507,0.48890690331939585,8.53315129277242e-05,196,0.42147599591419815,0.03038815117466803,210,0.41404690618762474,0.031187624750499,134,0.37140974967061924,0.014756258234519103
C2_K512,train,38,psxview.not_in_eprocess_pool_false_avg,keep_current,512,159,353,0.310546875,0,46638,0.9949227749808004,152,0.9559748427672956,0.003690587934124072,0.003690587934124072,0.0,0.010955484576625277,294.8176100628931,0.00507722501919959,0.0026648116763681173,0.0422288216650486,159,140,0.9936854680433485,0.00588787439201297,11,0.9969356486210419,0.0022982635342185904,19,0.9953842315369261,0.003493013972055888,12,0.9961791831357049,0.002766798418972332
C2_K512,train,39,psxview.not_in_ethread_pool_false_avg,rank_uniform_offset,512,512,0,1.0,0,18181,0.38785305913473844,0,0.0,0.0,0.0,0.0,0.6078890526288423,91.5546875,0.6124882669169724,0.33102935552597046,0.3390826880931854,8346,503,0.44304121512074407,0.00025599453878317265,161,0.3269918283963228,0.020429009193054137,190,0.33907185628742514,0.026821357285429143,131,0.33175230566534913,0.016732542819499343
C2_K512,train,40,psxview.not_in_pspcid_list_false_avg,rank_uniform_offset,512,512,0,1.0,0,20895,0.4457504906561993,0,0.0,0.0,0.0,0.0,0.5651203929512788,91.5546875,0.5545481696390477,0.2755274176597595,0.31896117329597473,3892,507,0.48890690331939585,0.00025599453878317265,197,0.421220633299285,0.03026046986721144,205,0.41404690618762474,0.02969061876247505,134,0.37127799736495387,0.014888010540184453
C2_K512,train,41,psxview.not_in_csrss_handles_false_avg,rank_uniform_offset,512,512,0,1.0,81,2901,0.06188667975083198,0,0.0,0.0,0.0,0.0,0.765277320469504,91.5546875,0.9999786671217681,0.5236611366271973,0.2688877284526825,9458,504,0.09241402850072532,0.00021332878231931053,163,0.08184371807967314,0.018896833503575076,185,0.07372754491017965,0.02382734530938124,139,0.09090909090909091,0.017918313570487482
C2_K512,train,42,psxview.not_in_session_false_avg,rank_uniform_offset,512,512,0,1.0,102,3022,0.06446795801689564,0,0.0,0.0,0.0,0.0,0.7579223476549959,91.5546875,0.9999573342435362,0.5511922836303711,0.2897352874279022,4780,507,0.0925420257701169,0.0001706630258554484,185,0.08350357507660879,0.026813074565883555,197,0.07734530938123753,0.027445109780439122,150,0.091699604743083,0.016469038208168644
C2_K512,train,43,psxview.not_in_deskthrd_false_avg,rank_uniform_offset,512,512,0,1.0,119,2878,0.06139602355149757,0,0.0,0.0,0.0,0.0,0.7731383545067176,91.5546875,0.9938987968256677,0.5333828926086426,0.2908897399902344,4828,503,0.0923286969877976,0.0,168,0.07852400408580183,0.019790602655771195,197,0.06661676646706587,0.023952095808383235,147,0.08880105401844532,0.016073781291172595
C2_K512,train,44,modules.nmodules,discrete_compact_offset0,512,3,509,0.005859375,2,45067,0.9614088232784367,1,0.3333333333333333,2.133287823193105e-05,2.133287823193105e-05,0.0,0.14893518717180834,15625.333333333334,0.0,0.0,0.0,1,2,0.9852376482635037,0.0,2,0.9452247191011236,0.0,3,0.9089321357285429,0.000124750499001996,2,0.9599472990777339,0.0
C2_K512,train,45,svcscan.nservices,discrete_compact_offset0,512,30,482,0.05859375,23,21808,0.4652274084819524,16,0.5333333333333333,0.0005759877122621384,0.0005759877122621384,0.0,0.34744347878889764,1562.5333333333333,0.0,0.0,0.0,1,8,0.7336803481525728,0.0,24,0.9360316649642493,0.003192032686414709,13,0.8995758483033932,0.001746506986027944,8,0.9548089591567852,0.001054018445322793
C2_K512,train,46,svcscan.kernel_drivers,discrete_compact_offset0,512,19,493,0.037109375,18,23354,0.4982080382285178,12,0.631578947368421,0.0003413260517108968,0.0003413260517108968,0.0,0.28582173062486177,2467.157894736842,0.0,0.0,0.0,1,3,0.9940694598515232,0.0,15,0.9387129724208376,0.0020429009193054137,9,0.9024451097804391,0.0007485029940119761,5,0.9573122529644269,0.00026350461133069827
C2_K512,train,47,svcscan.fs_drivers,discrete_compact_offset0,512,10,502,0.01953125,9,46831,0.9990400204795631,7,0.7,0.0001706630258554484,0.0001706630258554484,0.0,0.003866070213091662,4687.6,0.0,0.0,0.0,1,1,1.0,0.0,7,0.9952757916241062,0.0006384065372829418,5,0.999251497005988,0.0007485029940119761,2,0.9997364953886693,0.00026350461133069827
C2_K512,train,48,svcscan.process_services,discrete_compact_offset0,512,14,498,0.02734375,10,27688,0.590664732485707,6,0.42857142857142855,0.00025599453878317265,0.00025599453878317265,0.0,0.32624826091225567,3348.285714285714,0.0,0.0,0.0,1,4,0.73453366328185,0.0,11,0.9370531154239019,0.0010214504596527069,6,0.905688622754491,0.0007485029940119761,4,0.9563899868247694,0.00026350461133069827
C2_K512,train,49,svcscan.shared_process_services,discrete_compact_offset0,512,22,490,0.04296875,21,23354,0.4982080382285178,14,0.6363636363636364,0.00046932332110248315,0.00046932332110248315,0.0,0.2762666726609017,2130.7272727272725,0.0,0.0,0.0,1,5,0.9940694598515232,0.0,17,0.9370531154239019,0.0020429009193054137,10,0.8998253493013972,0.0007485029940119761,6,0.9552042160737813,0.00026350461133069827
C2_K512,train,50,svcscan.interactive_process_services,constant,512,1,511,0.001953125,0,46876,1.0,0,0.0,0.0,0.0,0.0,-1.4428232973175177e-12,46876.0,1.0,0.5,0.0,1,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0
